Course CRN Meeting Time,Day,Time,Building,Room,Comments
BIOE 594 - 32445 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2SEO,201,
BIOE 594 - 35959 - 9:00 AM (WF),Tue May 2,10:30 - 12:30 pm,2SEO,236,
BIOE 595 - 14176 - 4:00 PM (W),Tue May 2,3:30 - 5:30 pm,2SEO,236,
BIOS 100 - 17077 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2SES,250,
BIOS 100 - 36536 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,250,
BIOS 101 - 17100 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BSB,250,
BIOS 101 - 17101 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCA,A001,
BIOS 104 - 21348 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LCF,F001,
BIOS 196 - 17109 - 2:00 PM (W),Wed May 3,1:00 - 3:00 pm,,,
BIOS 196 - 17110 - 2:00 PM (R),Wed May 3,3:30 - 5:30 pm,2SEL,4289,
BIOS 220 - ALL,Wed May 3,6:00 - 8:00 pm,,"2LCDD002,2LCDD004,2LCDD005,2LCBB101,2LCEE101,2LCC004",combined section final
BIOS 222 - 19458 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2SES,250,
BIOS 222 - 32899 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCD,D005,
BIOS 230 - 27597 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCE,E101,
BIOS 230 - 27598 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCB,B101 ,
BIOS 236 - 30062 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCF,F004,
BIOS 240 - 17136 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCA,A001,
BIOS 240 - 34263 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCB,B101,
BIOS 320 - 35618 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SES,138,
BIOS 325 - 17152 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2SES,130,
BIOS 335 - 27599 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCD,D004,
BIOS 350 - 23048 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LCA,A001,
BIOS 350 - 33790 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCF,F006,
BIOS 352 - 39772 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LCB,B101 ,
BIOS 386 - 26849 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,,,
BIOS 431 - 17162 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,,,
BIOS 443 - 17169 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2LCC,C004,
BIOS 450 - 36938 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SEL,4289,
BIOS 452 - 17197 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LCE,E101,
BIOS 452 - 35334 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCD,D001,
BIOS 454 - 17201 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C004,
BIOS 475 - 25628 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2SEO,236,
BIOS 475 - 25625 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2SEO,236,
BIOS 483 - 25060 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LH,312,
BIOS 485 - 25251 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SEL,4289,
BIOS 490 - 29345 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2SEL,3069,
BIOS 523 - 31943 - 1:00 PM (M),Mon May 1,1:00 - 3:00 pm,,,
BIOS 525 - 17176 - 4:00 PM (MWF),Tue May 2,3:30 - 5:30 pm,2MBRB,4350 ,
BIOS 528 - 32279 - 5:00 PM (MWF),Fri May 5,3:30 - 5:30 pm,,,
BIOS 532 - 17177 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SEL,1027,
BIOS 539 - 17179 - 12:00 PM (T),Fri May 5,8:00 - 10:00 am,,,
BIOS 585 - 26789 - 11:00 AM (WF),Thu May 4,10:30 - 12:30 pm,,,
BIOS 595 - 17189 - 10:30 AM (T),Mon May 1,3:30 - 5:30 pm,,,
BIOS 595 - 17188 - 4:00 PM (R),Thu May 4,1:00 - 3:00 pm,,,
CC 120 - 35579 - 1:00 PM (F),Mon May 1,1:00 - 3:00 pm,,,
CC 120 - 35574 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,,,
CC 120 - 35585 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,2TH,321,
CC 120 - 35577 - 11:00 AM (F),Thu May 4,10:30 - 12:30 pm,,,
CC 120 - 35571 - 11:00 AM (M),Thu May 4,10:30 - 12:30 pm,2SH,120,
CC 120 - 35587 - 2:00 PM (R),Wed May 3,3:30 - 5:30 pm,,,
CC 120 - 35572 - 2:00 PM (T),Wed May 3,3:30 - 5:30 pm,2SH,311,
CC 120 - 35586 - 3:00 PM (W),Mon May 1,8:00 - 10:00 am,2TH,301,
CC 120 - 35568 - 9:00 AM (M),Tue May 2,10:30 - 12:30 pm,2SH,219,
CC 120 - 35573 - 11:00 AM (W),Thu May 4,10:30 - 12:30 pm,,,
CC 120 - 35575 - 3:00 PM (W),Mon May 1,8:00 - 10:00 am,,,
CC 120 - 35584 - 11:00 AM (W),Thu May 4,10:30 - 12:30 pm,2AH,307,
CEES 418 - 29138 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SH,308,
CEES 418 - 29137 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SH,308,
CEES 435 - 35871 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,2BSB,133,
CEES 435 - 35873 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,2BSB,133,
CEES 460 - 39592 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,,,
CEES 460 - 39591 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,2BSB,133,
CEES 532 - 38121 - 3:30 PM (R),Fri May 5,1:00 - 3:00 pm,,,
CHE 201 - 16866 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2CEB,230,
CHE 205 - 33395 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2CEB,230,
CHE 210 - 16867 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2CEB,230,
CHE 301 - 38358 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2CEB,218,
CHE 312 - 16870 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SES,130,
CHE 313 - 16871 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCD,D004,
CHE 321 - 16872 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LCC,C004,
CHE 341 - 16873 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2SES,238,
CHE 341 - 40195 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2CEB,214,
CHE 382 - 16875 - 9:00 AM (R),Wed May 3,10:30 - 12:30 pm,,,
CHE 382 - 37231 - 1:00 PM (R),Tue May 2,1:00 - 3:00 pm,,,
CHE 397 - 37232 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2CEB,230,
CHE 397 - 16888 - 1:00 PM (TR),Tue May 2,1:00 - 3:00 pm,2CEB,230,
CHE 431 - 39836 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2CEB,218,
CHE 450 - 34697 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2LCF,F004,
CHE 450 - 31908 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2LCF,F004,
CHE 456 - 39833 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,281,
CHE 494 - 28908 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2CEB,281,
CHE 494 - 36233 - 1:30 PM (TR),Tue May 2,1:00 - 3:00 pm,2CEB,218,
CHE 494 - 36234 - 1:30 PM (TR),Tue May 2,1:00 - 3:00 pm,2CEB,218,
CHE 494 - 40060 - 1:00 PM (TR),Tue May 2,1:00 - 3:00 pm,2CEB,230,
CHE 494 - 28910 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2CEB,218,
CHE 494 - 40059 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2CEB,230,
CHE 510 - 38357 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2CEB,218,
CHE 511 - 37233 - 2:00 PM (MW),Wed May 3,1:00 - 3:00 pm,2CEB,218,
CHE 527 - 16896 - 12:30 PM (MW),Tue May 2,8:00 - 10:00 am,2CEB,218,
CHEM 100 - 18599 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCC,C003,
CHEM 101 - 32351 - 2:00 PM (MW),Wed May 3,1:00 - 3:00 pm,2LCD,D002,
CHEM 101 - 18614 - 10:00 AM (MW),Fri May 5,10:30 - 12:30 pm,2SES,250,
CHEM 118 - 33247 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,170,
CHEM 118 - 18671 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,170,
CHEM 118 - 33248 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,170,
CHEM 122 - 38881 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2SES,250,
CHEM 122 - 38882 - 8:00 AM (MWF),Wed May 3,8:00 - 10:00 am,2SES,250,
CHEM 122 - 38880 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCA,A001,
CHEM 122 - 38883 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2SES,250,
CHEM 123 - ALL,Fri May 5,3:30 - 5:30 pm,2BSB,"140, 145, 250, 2LCC C006, 2LCC C003, 2LCF F004, 2SES 250",Combined Section Final
CHEM 124 - 38885 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BSB,250,
CHEM 124 - 38886 - 4:00 PM (MWF),Tue May 2,3:30 - 5:30 pm,2BSB,145,
CHEM 124 - 38884 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BSB,250,
CHEM 125 - ALL,Fri May 5,3:30 - 5:30 pm,2LCA,"A001, 2LCB B101, 2LCD D002, 2LCD D004, 2LCE E101",Combined Section Final
CHEM 130 - 33254 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2SES,250,
CHEM 130 - 34997 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2SES,250,
CHEM 130 - 32902 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2SES,250,
CHEM 130 - 36403 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2SES,250,
CHEM 130 - 33251 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2SES,250,
CHEM 222 - 18689 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,130,
CHEM 232 - ALL,Tue May 2,6:00 - 8:00 pm,2BSB,"250, 2LCF F001, 2LCF F003, 2BH 308",
CHEM 233 - ALL,Mon May 1,6:00 - 8:00 pm,2LCA,"A001, 2LCD D002, 2LCD D004",Combined Section Final
CHEM 234 - ALL,Thu May 4,3:30 - 5:30 pm,2LCC,"C003, C006, 2LCE E101, 2BH 308",Combined Section Final
CHEM 314 - 18752 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,130,
CHEM 333 - 26430 - 4:00 PM (F),Tue May 2,3:30 - 5:30 pm,2LH,202,
CHEM 340 - 26424 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2GH,205 ,
CHEM 342 - 33558 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LCC,C004,
CHEM 343 - 18755 - 3:00 PM (F),Mon May 1,8:00 - 10:00 am,2LCF,F003,
CHEM 344 - 34008 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2LCC,C003,
CHEM 352 - 39834 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,,,
CHEM 421 - 23064 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LH,100,
CHEM 452 - 18903 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LCE,E101,
CHEM 452 - 35333 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCD,D001,
CHEM 454 - 18907 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C004,
CHEM 455 - 18770 - 9:00 AM (M),Tue May 2,10:30 - 12:30 pm,2SES,238,
CHEM 517 - 34251 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCA,A003,
CHEM 530 - 18838 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,,,
CHEM 531 - 20335 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,170,
CHEM 543 - 28644 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SES,170,
CHEM 550 - 18842 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,,,
CHEM 557 - 37915 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,,,
CHEM 558 - 38948 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2SES,170,
CHEM 599 - 18887 - 6:00 PM (R),Thu May 4,6:00 - 8:00 pm,,,
CHEM 599 - 18896 - 3:30 PM (R),Fri May 5,1:00 - 3:00 pm,,,
CHEM 599 - 18881 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,,,
CHIN 102 - 27464 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LH,100,
CHIN 102 - 17869 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LH,100,
CHIN 102 - 35422 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LH,100,
CHIN 104 - 17870 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LH,101,
CHIN 104 - 29935 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LH,101,
CHIN 209 - 39240 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LH,201,
CI 402 - 37971 - 1:00 PM (T),Tue May 2,1:00 - 3:00 pm,2ETMSW,2217,
CI 402 - 37972 - 1:00 PM (T),Tue May 2,1:00 - 3:00 pm,,,
CI 405 - 39857 - 1:00 PM (M),Mon May 1,1:00 - 3:00 pm,,,
CI 405 - 39856 - 9:00 AM (M),Tue May 2,10:30 - 12:30 pm,,,
CI 414 - 28056 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2ETMSW,2235,
CI 430 - 39219 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2LH,115,
CI 464 - 28058 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2LCA,A003,
CI 470 - 37975 - 9:00 AM (T),Wed May 3,10:30 - 12:30 pm,2ETMSW,2235,
CI 470 - 37976 - 9:00 AM (T),Wed May 3,10:30 - 12:30 pm,2ETMSW,2417,
CI 472 - 32714 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2TH,100,
CI 481 - 33682 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
CI 482 - 34903 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2SH,220,
CI 484 - 29441 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,,,
CI 504 - 28070 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
CI 511 - 28076 - 1:00 PM (R),Tue May 2,1:00 - 3:00 pm,,,
CI 519 - 39891 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2BSB,219,
CI 526 - 28080 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2LH,207,
CI 534 - 39892 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2BH,B10,
CI 536 - 28083 - 4:00 PM (T),Thu May 4,1:00 - 3:00 pm,,,
CI 541 - 39893 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,,,
CI 551 - 34295 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,,,
CI 557 - 36202 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2ETMSW,1013,
CI 570 - 39894 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
CI 586 - 39895 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2ETMSW,2235,
CI 594 - 39896 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
CL 101 - 31140 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SH,320,
CL 101 - 31137 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SH,320,
CL 103 - 37104 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SH,320,
CL 201 - 29699 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BSB,281,
CL 201 - 29700 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BSB,281,
CL 218 - 35425 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2SH,320,
CL 219 - 35427 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2TH,215,
CL 221 - 31793 - 2:00 PM (T),Wed May 3,3:30 - 5:30 pm,2BH,316,
CL 297 - 39279 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LH,307,
CL 340 - 34661 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BSB,163,
CLJ 101 - 27545 - 12:00 PM (MW),Tue May 2,8:00 - 10:00 am,2BSB,250,
CLJ 114 - 27548 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,2BH,208,
CLJ 120 - 34255 - 2:00 PM (T),Wed May 3,3:30 - 5:30 pm,2BH,209,
CLJ 121 - 27552 - 9:30 AM (T),Wed May 3,10:30 - 12:30 pm,2LCC,C004,
CLJ 122 - 39444 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BH,304,
CLJ 200 - 39218 - 1:00 PM (MW),Mon May 1,1:00 - 3:00 pm,2LCC,C004,
CLJ 210 - 37343 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2BH,305,
CLJ 210 - 33142 - 8:00 AM (TR),Thu May 4,8:00 - 10:00 am,2LCF,F003,
CLJ 220 - 33144 - 12:00 PM (MW),Tue May 2,1:00 - 3:00 pm,2BSB,145,
CLJ 240 - 30372 - 9:00 AM (MW),Tue May 2,10:30 - 12:30 pm,2BH,209,
CLJ 240 - 27558 - 9:30 AM (T),Wed May 3,10:30 - 12:30 pm,2BH,208,
CLJ 261 - 27560 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCC,C001,
CLJ 262 - 27561 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2LCF,F001,
CLJ 303 - 35464 - 8:00 AM (T),Thu May 4,8:00 - 10:00 am,2BH,304,
CLJ 345 - 27563 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BH,309,
CLJ 355 - 27565 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2LCC,C001,
CLJ 394 - 35707 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BSB,289,
CLJ 421 - 34625 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2BSB,289,
CLJ 421 - 34626 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2BSB,289,
CLJ 422 - 33155 - 3:30 PM (M),Mon May 1,8:00 - 10:00 am,2TH,204,
CLJ 422 - 33150 - 3:30 PM (M),Mon May 1,8:00 - 10:00 am,2TH,204,
CLJ 442 - 33206 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BH,B10,
CLJ 442 - 33207 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BH,B10,
CLJ 491 - 36653 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,269,
CLJ 491 - 36652 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,269,
CLJ 492 - 39966 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LH,101,
CLJ 492 - 34346 - 3:30 PM (R),Fri May 5,1:00 - 3:00 pm,2SH,104,
CLJ 492 - 39280 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LH,107,
CLJ 492 - 34345 - 3:30 PM (R),Fri May 5,1:00 - 3:00 pm,2SH,104,
CLJ 492 - 39965 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LH,101,
CLJ 492 - 39281 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LH,207,
CLJ 500 - 27580 - 4:00 PM (F),Tue May 2,3:30 - 5:30 pm,,,
CLJ 540 - 27581 - 4:00 PM (T),Thu May 4,1:00 - 3:00 pm,,,
CLJ 561 - 27584 - 4:00 PM (R),Thu May 4,1:00 - 3:00 pm,2BSB,167,
CME 201 - 22577 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCD,D002,
CME 203 - 22578 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LCD,D002,
CME 205 - 22579 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LH,210,
CME 211 - 23798 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2ERF,1033,
CME 260 - 22584 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LCB,B101,
CME 261 - 23799 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2SES,230,
CME 300 - 22588 - 12:00 PM (M),Tue May 2,8:00 - 10:00 am,2ERF,1033,
CME 301 - 28906 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2ERF,1033,
CME 302 - 26823 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2ERF,1033,
CME 310 - 22590 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BH,305,
CME 311 - 23803 - 5:00 PM (MW),Fri May 5,3:30 - 5:30 pm,2BH,309,
CME 315 - 28909 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2LCA,A003,
CME 322 - 38633 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2ERF,1033,
CME 359 - 35716 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2ERF,1023,
CME 359 - 22591 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2ERF,1023,
CME 401 - 39844 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2SES,230,
CME 401 - 39843 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2SES,230,
CME 402 - 22653 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2ERF,1033,
CME 402 - 22654 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2ERF,1033,
CME 403 - 29407 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2LCF,F006,
CME 403 - 29406 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2LCF,F006,
CME 405 - 22656 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2ERF,1033,
CME 405 - 22655 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2ERF,1033,
CME 421 - 22657 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2ERF,1033,
CME 421 - 22658 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2ERF,1033,
CME 422 - 39731 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2ERF,1033,
CME 422 - 39732 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2ERF,1033,
CME 434 - 28916 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCC,C003,
CME 434 - 28915 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCC,C003,
CME 471 - 39770 - 2:00 PM (MW),Wed May 3,1:00 - 3:00 pm,2LH,205,
CME 493 - 37287 - 11:00 AM (F),Thu May 4,10:30 - 12:30 pm,2ERF,1047 ,
CME 497 - 39733 - 6:30 PM (TR),Tue May 2,6:30 - 8:30 pm,2LCC,C006,
CME 497 - 39721 - 6:30 PM (TR),Tue May 2,6:30 - 8:30 pm,2LCC,C006,
CME 507 - 34996 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,206,
CME 528 - 38774 - 3:30 PM (R),Fri May 5,1:00 - 3:00 pm,,,
CME 536 - 22640 - 5:00 PM (M),Mon May 1,5:00 - 7:30 pm,2TH,215,
CME 544 - 34523 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2ERF,1003,
CME 554 - 34527 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BH,209,
CME 575 - 39848 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,,,
CME 594 - 36300 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2SH,103,
CME 594 - 34524 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,,,
CME 594 - 38140 - 5:00 PM (F),Fri May 5,3:30 - 5:30 pm,,,
COMM 100 - 37336 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BSB,285,
COMM 100 - 30029 - 4:00 PM (MWF),Tue May 2,3:30 - 5:30 pm,2BSB,285,
COMM 100 - 35693 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2TH,215,
COMM 100 - 35692 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2TH,215,
COMM 100 - 35695 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2TH,215,
COMM 100 - 31947 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BSB,285,
COMM 100 - 35694 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2TH,215,
COMM 100 - 28726 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BSB,285,
COMM 100 - 14964 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2BSB,285,
COMM 100 - 36509 - 8:00 AM (MWF),Wed May 3,8:00 - 10:00 am,2BSB,285,
COMM 100 - 35691 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2TH,208,
COMM 100 - 14962 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2BSB,285,
COMM 101 - 14966 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,4105,
COMM 102 - 24594 - 8:00 AM (TR),Thu May 4,8:00 - 10:00 am,2BSB,4105,
COMM 102 - 39667 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BSB,4105,
COMM 103 - 14968 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,4105,
COMM 140 - 28863 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BH,B6,
COMM 140 - 26510 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2BSB,285,
COMM 200 - 20297 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BSB,4105,
COMM 201 - 14969 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCA,A007,
COMM 301 - 25669 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BH,B10,
COMM 301 - 14971 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BSB,285,
COMM 304 - 39789 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,285,
