Course CRN Meeting Time,Day,Time,Building,Room,Comments
BIOS 184 - 35831 - 4:00 PM (W),Tue Dec 6,3:30 - 5:30 pm,2SEL,4273,
BIOS 196 - 11593 - 2:00 PM (R),Wed Dec 7,3:30 - 5:30 pm,2SEL,4289,
BIOS 196 - 11595 - 2:00 PM (W),Wed Dec 7,1:00 - 3:00 pm,2SEL,4289,
BIOS 220 - ALL,Tue Dec 6,6:00 - 8:00 pm,2LC,"A1, D1, D2, D4, LC F4",Combined Section Final
BIOS 220 - ALL,Tue Dec 6,6:00 - 8:00 pm,LC,"A1, D1, D2, D4",Combined Section Final
BIOS 222 - 32946 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2SES,250,
BIOS 222 - 11949 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCE,E101,
BIOS 230 - 27655 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LCE,E101,
BIOS 230 - 27656 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2LCE,E101,
BIOS 237 - 37445 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,3151,
BIOS 240 - 11968 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2LCB,B101 ,
BIOS 240 - 40318 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2SEL,4289,
BIOS 272 - 12015 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCF,F003,
BIOS 286 - 29964 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2LCD,D004,
BIOS 350 - 12147 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2BSB,145,
BIOS 350 - 23775 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LCD,D004,
BIOS 360 - 39244 - 2:00 PM (WF),Wed Dec 7,1:00 - 3:00 pm,2SEL,1280,
BIOS 430 - 29233 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,367,
BIOS 437 - 31440 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCA,A006,
BIOS 452 - 36609 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LCB,B101 ,
BIOS 452 - 12280 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCD,D005,
BIOS 473 - 37305 - 11:00 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2SEL,1280,
BIOS 484 - 34645 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LCF,F006,
BIOS 486 - 38556 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SEL,4068E,
BIOS 490 - 38718 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,,,
BIOS 524 - 12352 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2MBRB,4300,
BIOS 526 - 12353 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2MBRB,4350,
BIOS 531 - 12564 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SEL,4273,
BIOS 582 - 27866 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2SEL,4273,
BIOS 584 - 26737 - 11:30 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2SEL,4273,
BIOS 594 - 29128 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2SEL,4273,
CC 120 - 34937 - 11:00 AM (W),Thu Dec 8,10:30 - 12:30 pm,,,
CC 120 - 34933 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2BSB,185,
CC 120 - 34927 - 9:00 AM (W),Tue Dec 6,10:30 - 12:30 pm,2TH,301,
CC 120 - 34931 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,,,
CC 120 - 34930 - 1:00 PM (M),Mon Dec 5,1:00 - 3:00 pm,2TH,321,
CC 120 - 34928 - 11:00 AM (M),Thu Dec 8,10:30 - 12:30 pm,2BSB,161,
CC 120 - 34932 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,,,
CC 120 - 34936 - 11:00 AM (M),Thu Dec 8,10:30 - 12:30 pm,,,
CC 120 - 34929 - 11:00 AM (W),Thu Dec 8,10:30 - 12:30 pm,2LH,101,
CC 120 - 34939 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,,,
CC 120 - 34926 - 9:00 AM (M),Tue Dec 6,10:30 - 12:30 pm,2AH,310,
CC 120 - 34938 - 1:00 PM (M),Mon Dec 5,1:00 - 3:00 pm,2TH,301,
CEES 433 - 29687 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2LH,307,
CEES 433 - 29686 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2LH,307,
CHE 201 - 10482 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2SES,238,
CHE 205 - 36340 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2CEB,218,
CHE 210 - 10483 - 10:00 AM (T),Fri Dec 9,10:30 - 12:30 pm,2SES,238,
CHE 301 - 10484 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2CEB,230,
CHE 311 - 38109 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LCC,C004,
CHE 396 - 38124 - 10:00 AM (TR),Mon Dec 5,3:30 - 5:30 pm,2CEB,230,
CHE 396 - 10511 - 1:00 PM (TR),Tue Dec 6,1:00 - 3:00 pm,2CEB,230,
CHE 410 - 10524 - 10:00 AM (WF),Fri Dec 9,10:30 - 12:30 pm,2CEB,218,
CHE 410 - 19959 - 10:00 AM (WF),Fri Dec 9,10:30 - 12:30 pm,2CEB,218,
CHE 410 - 40286 - 10:00 AM (WF),Fri Dec 9,10:30 - 12:30 pm,,,
CHE 422 - 19475 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2CEB,218,
CHE 422 - 40287 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2CEB,218,
CHE 422 - 21095 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2CEB,218,
CHE 433 - 37325 - 11:00 AM (MW),Thu Dec 8,10:30 - 12:30 pm,,,
CHE 433 - 37326 - 11:00 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2CEB,230,
CHE 433 - 40288 - 11:00 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2CEB,230,
CHE 438 - 39797 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,230,
CHE 438 - 40289 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,230,
CHE 438 - 39817 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,230,
CHE 445 - 38697 - 2:30 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,218,
CHE 445 - 38698 - 2:30 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,218,
CHE 445 - 40290 - 2:30 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2CEB,218,
CHE 494 - 39811 - 4:00 PM (MW),Tue Dec 6,3:30 - 5:30 pm,2LH,115,
CHE 494 - 39810 - 11:30 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2CEB,218,
CHE 494 - 39814 - 11:30 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2CEB,218,
CHE 494 - 38699 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2CEB,218,
CHE 494 - 39815 - 4:00 PM (MW),Tue Dec 6,3:30 - 5:30 pm,2LH,115,
CHE 494 - 38700 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2CEB,218,
CHE 499 - 39813 - 12:20 PM (W),Tue Dec 6,8:00 - 10:00 am,2SES,238,
CHE 501 - 39812 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2CEB,218,
CHE 501 - 40293 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,,,
CHEM 100 - 13775 - 8:00 AM (TR),Thu Dec 8,8:00 - 10:00 am,2LCD,D001,
CHEM 101 - 11232 - 8:00 AM (MW),Wed Dec 7,8:00 - 10:00 am,2SES,250,
CHEM 101 - 32942 - 10:00 AM (MW),Fri Dec 9,10:30 - 12:30 pm,2LCA,A001,
CHEM 101 - 32940 - 4:00 PM (MW),Tue Dec 6,3:30 - 5:30 pm,2BSB,250,
CHEM 101 - 11234 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2SES,250,
CHEM 116 - 11259 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SES,238,
CHEM 116 - 39967 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SES,238,
CHEM 116 - 39971 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SES,238,
CHEM 116 - 39974 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SES,238,
CHEM 122 - 39549 - 4:00 PM (MWF),Tue Dec 6,3:30 - 5:30 pm,2SES,250,
CHEM 122 - 39548 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2SES,250,
CHEM 122 - 39551 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2LCB,B101 ,
CHEM 122 - 39519 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2SES,250,
CHEM 122 - 39550 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2BSB,250,
CHEM 123 - ALL,Fri Dec 9,1:00 - 3:00 pm,2BSB,"145, 250, 2LC B101, 2LC D1, 2LC ",Combined Section Final
CHEM 124 - 39707 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2BSB,250,
CHEM 124 - 39708 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2BSB,250,
CHEM 125 - ALL,Thu Dec 8,1:00 - 3:00 pm,2BH,"308, 2BSB 140, 2LC F1, 2LC F3, 2",Combined Section Final
CHEM 130 - 34898 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 130 - 33587 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 130 - 34901 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 130 - 11293 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 130 - 33585 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 130 - 33584 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LCD,D005,
CHEM 222 - 11369 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SES,130,
CHEM 232 - ALL,Wed Dec 7,6:00 - 8:00 pm,2BH,"305, 308, 2LC C1, 2LC C3, 2LC F1",Combined Section Final
CHEM 233 - ALL,Mon Dec 5,6:00 - 8:00 pm,2SES,"230, 250",Combined Section Final
CHEM 234 - ALL,Thu Dec 8,3:30 - 5:30 pm,2BSB,"140, 2LC C3, 2LC C4, 2LC C6",Combined Section Final
CHEM 314 - 11586 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LC,D1,
CHEM 340 - 34164 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2LCD,D001,
CHEM 343 - 11591 - 3:00 PM (F),Mon Dec 5,8:00 - 10:00 am,2SES,130,
CHEM 344 - 11603 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2LCA,A005,
CHEM 346 - 34166 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2LCF,F003,
CHEM 352 - 11610 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LCA,A001,
CHEM 421 - 39945 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2BSB,269,
CHEM 432 - 25187 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SES,170,
CHEM 432 - 21515 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SES,170,
CHEM 452 - 11805 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCD,D005,
CHEM 452 - 36608 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LCB,B101 ,
CHEM 455 - 29279 - 12:00 PM (F),Tue Dec 6,8:00 - 10:00 am,2SES,138,
CHEM 475 - 40604 - 4:30 PM (W),Tue Dec 6,3:30 - 5:30 pm,,,
CHEM 528 - 32463 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2TH,216,
CHEM 532 - 25913 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SES,170,
CHEM 541 - 39985 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2TH,216,
CHEM 542 - 12743 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2SES,170,
CHEM 551 - 29105 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SES,170,
CHEM 555 - 39984 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,201,
CHIN 101 - 10476 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2LH,321,
CHIN 101 - 32729 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LH,321,
CHIN 101 - 27734 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2LH,321,
CHIN 103 - 10477 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2LH,307,
CHIN 103 - 30606 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2LH,307,
CHIN 200 - 38476 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LH,308,
CI 401 - 38614 - 9:00 AM (T),Wed Dec 7,10:30 - 12:30 pm,2ETMSW,2219,
CI 401 - 38616 - 9:00 AM (T),Wed Dec 7,10:30 - 12:30 pm,2ETMSW,2217,
CI 403 - 39321 - 1:00 PM (T),Tue Dec 6,1:00 - 3:00 pm,2ETMSW,2217,
CI 403 - 39323 - 1:00 PM (T),Tue Dec 6,1:00 - 3:00 pm,2ETMSW,2219,
CI 404 - 38617 - 1:00 PM (T),Tue Dec 6,1:00 - 3:00 pm,2ETMSW,2233,
CI 404 - 38618 - 1:00 PM (T),Tue Dec 6,1:00 - 3:00 pm,2ETMSW,2235,
CI 406 - 38693 - 1:00 PM (M),Mon Dec 5,1:00 - 3:00 pm,2ETMSW,2217,
CI 406 - 38694 - 9:00 AM (M),Tue Dec 6,10:30 - 12:30 pm,,,
CI 414 - 28202 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,,,
CI 450 - 28203 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2ETMSW,1013,
CI 452 - 40278 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,,,
CI 452 - 40277 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,,,
CI 464 - 28204 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2TH,100,
CI 472 - 28206 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2LH,115,
CI 475 - 40111 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2ETMSW,2233,
CI 481 - 28208 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2LH,215,
CI 482 - 28210 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2ETMSW,2219,
CI 484 - 32612 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2BSB,319,
CI 484 - 30772 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,,,
CI 504 - 37174 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,,,
CI 518 - 39768 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2BSB,311,
CI 525 - 28224 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2ETMSW,2217,
CI 531 - 40113 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2ETMSW,2235,
CI 536 - 35476 - 4:00 PM (T),Thu Dec 8,1:00 - 3:00 pm,2ETMSW,3312,
CI 549 - 39764 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2TH,208,
CI 556 - 28234 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2ETMSW,3312,
CI 589 - 39881 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2BH,B10,
CL 100 - 37053 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2SH,303,
CL 102 - 33142 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2SH,303,
CL 102 - 33141 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2SH,303,
CL 201 - 32296 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2BSB,215,
CL 201 - 32295 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2BSB,215,
CL 202 - 37594 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2LH,120,
CL 204 - 10754 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SH,303,
CL 204 - 10749 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SH,303,
CL 208 - 34219 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2LH,120,
CL 208 - 34218 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2LH,120,
CL 220 - 30778 - 12:30 PM (T),Fri Dec 9,8:00 - 10:00 am,2BSB,289,
CL 251 - 34217 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,113,
CL 251 - 34216 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,113,
CL 408 - 36564 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,201,
CL 408 - 36563 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,201,
CLJ 101 - 31172 - 2:00 PM (MW),Wed Dec 7,1:00 - 3:00 pm,2BSB,250,
CLJ 110 - 27691 - 12:00 PM (MW),Tue Dec 6,8:00 - 10:00 am,2LH,210,
CLJ 114 - 29728 - 12:30 PM (R),Fri Dec 9,8:00 - 10:00 am,2BH,317,
CLJ 120 - 34169 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2SH,304,
CLJ 121 - 36327 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2BH,309,
CLJ 200 - 27663 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2LCF,F001,
CLJ 210 - 27664 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LCF,F004,
CLJ 220 - 35790 - 11:00 AM (MW),Thu Dec 8,10:30 - 12:30 pm,2LCF,F001,
CLJ 240 - 27699 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2BH,309,
CLJ 240 - 31765 - 9:00 AM (MW),Tue Dec 6,10:30 - 12:30 pm,2BH,309,
CLJ 261 - 27665 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2BSB,335,
CLJ 262 - 33351 - 5:00 PM (W),Fri Dec 9,3:30 - 5:30 pm,2LCF,F001,
CLJ 271 - 27667 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,369,
CLJ 311 - 27668 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SH,303,
CLJ 345 - 27669 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2BSB,140,
CLJ 350 - 27670 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2BSB,145,
CLJ 355 - 27671 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2LCD,D004,
CLJ 361 - 37173 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2BH,317,
CLJ 394 - 38387 - 4:30 PM (W),Tue Dec 6,3:30 - 5:30 pm,2BH,209,
CLJ 422 - 37348 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2BSB,337,
CLJ 422 - 27675 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2BSB,337,
CLJ 423 - 27677 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,219,
CLJ 423 - 27678 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,219,
CLJ 491 - 33345 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,219,
CLJ 491 - 33346 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,219,
CLJ 492 - 40275 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,4011,
CLJ 492 - 30251 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,,,
CLJ 492 - 30217 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,,,
CLJ 492 - 40276 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,4011,
CLJ 520 - 27683 - 4:00 PM (R),Thu Dec 8,1:00 - 3:00 pm,2BSB,4011,
CLJ 546 - 27684 - 4:00 PM (M),Tue Dec 6,3:30 - 5:30 pm,,,
CLJ 547 - 38395 - 4:30 PM (W),Tue Dec 6,3:30 - 5:30 pm,2BSB,4011,
CLJ 560 - 27687 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2BSB,4133,
CLJ 562 - 27688 - 4:00 PM (M),Tue Dec 6,3:30 - 5:30 pm,2BSB,4133,
CLJ 580 - 28933 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2PHARM,220,
CLJ 594 - 40587 - 1:00 PM (R),Tue Dec 6,1:00 - 3:00 pm,,,
CME 201 - 22654 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2LCD,D002,
CME 203 - 22655 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2LCD,D002,
CME 205 - 22656 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2ERF,1033,
CME 211 - 27445 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2ERF,1003,
CME 260 - 22661 - 4:00 PM (MWF),Tue Dec 6,3:30 - 5:30 pm,2LCC,C003,
CME 301 - 22662 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2ERF,1033,
CME 302 - 22664 - 12:30 PM (R),Fri Dec 9,8:00 - 10:00 am,2ERF,1033,
CME 310 - 35783 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2ERF,1033,
CME 311 - 28605 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2ERF,1023,
CME 315 - 23323 - 3:30 PM (MW),Mon Dec 5,8:00 - 10:00 am,2SES,238,
CME 322 - 39681 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2ERF,1033,
CME 359 - 29734 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2LCC,C004,
CME 396 - 40012 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2LCC,C003,
CME 396 - 23333 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2LCC,C003,
CME 402 - 35666 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2LCF,F003,
CME 402 - 36181 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2LCF,F003,
CME 405 - 38526 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2ERF,1033,
CME 405 - 38520 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2ERF,1033,
CME 406 - 37209 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2ERF,1033,
CME 406 - 40195 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2ERF,1033,
CME 408 - 24151 - 2:00 PM (F),Wed Dec 7,1:00 - 3:00 pm,2SES,238,
CME 408 - 23589 - 2:00 PM (F),Wed Dec 7,1:00 - 3:00 pm,2SES,238,
CME 410 - 39873 - 3:30 PM (MW),Mon Dec 5,8:00 - 10:00 am,2LCA,A006,
CME 410 - 39861 - 3:30 PM (MW),Mon Dec 5,8:00 - 10:00 am,2LCA,A006,
CME 411 - 23669 - 3:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SPHW,121,
CME 427 - 22713 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2SES,130,
CME 427 - 22712 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2SES,130,
CME 433 - 39835 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2SES,170,
CME 433 - 39694 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2SES,170,
CME 434 - 22721 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LC,C6,
CME 434 - 22722 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LC,C6,
CME 440 - 39687 - 5:00 PM (MW),Fri Dec 9,3:30 - 5:30 pm,2ERF,1003,
CME 460 - 39836 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2TH,219,
CME 480 - 39690 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,206,
CME 493 - 38552 - 11:00 AM (F),Thu Dec 8,10:30 - 12:30 pm,2ERF,1047,
CME 494 - 39692 - 5:00 PM (MW),Fri Dec 9,3:30 - 5:30 pm,2TH,313,
CME 494 - 39833 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BH,316,
CME 494 - 39691 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BH,316,
CME 494 - 39834 - 5:00 PM (MW),Fri Dec 9,3:30 - 5:30 pm,2TH,313,
CME 516 - 39838 - 5:00 PM (M),Fri Dec 9,3:30 - 5:30 pm,2TH,215,
CME 518 - 32470 - 5:00 PM (TR),Thu Dec 8,3:30 - 5:30 pm,2LH,321,
CME 519 - 39839 - 5:00 PM (T),Thu Dec 8,3:30 - 5:30 pm,2ERF,1023,
CME 534 - 39840 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2ERF,1033,
CME 594 - 39697 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LH,201,
CME 594 - 38524 - 5:00 PM (TR),Thu Dec 8,3:30 - 5:30 pm,2TH,301,
CME 594 - 39699 - 5:00 PM (R),Thu Dec 8,3:30 - 5:30 pm,2ERF,1033,
COMM 100 - 36322 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2TH,215,
COMM 100 - 32341 - 4:00 PM (MWF),Tue Dec 6,3:30 - 5:30 pm,2BSB,285,
COMM 100 - 36321 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2TH,215,
COMM 100 - 10531 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2BSB,285,
COMM 100 - 36893 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2TH,204,
COMM 100 - 40442 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2BSB,285,
COMM 100 - 10525 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2BSB,285,
COMM 100 - 36319 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2TH,208,
COMM 100 - 29956 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2BSB,285,
COMM 100 - 36318 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2TH,215,
