Course CRN Meeting Time,Day,Time,Building,Room,Comments
ACTG 417 - 19567 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BH,B6,
ACTG 417 - 10072 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BH,B6,
ACTG 417 - 35395 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2BH,B6,
ACTG 435 - 34748 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SH,320,
ACTG 435 - 10092 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SH,320,
ACTG 435 - 10080 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SH,320,
ACTG 435 - 20042 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SH,320,
ACTG 435 - 34749 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SH,320,
ACTG 435 - 10076 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SH,320,
ACTG 445 - 19569 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,120,
ACTG 445 - 19570 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2DH,220,
ACTG 445 - 10109 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,120,
ACTG 445 - 10110 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,120,
ACTG 445 - 19578 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2DH,220,
ACTG 445 - 10115 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2DH,220 ,
ACTG 446 - 10116 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2BH,309,
ACTG 446 - 19580 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2BH,309,
ACTG 465 - 19582 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2SH,303,
ACTG 465 - 10119 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2SH,303,
ACTG 470 - 34267 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2DH,230,
ACTG 470 - 34265 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2DH,330,
ACTG 470 - 34266 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2DH,330,
ACTG 470 - 39706 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2LH,210,
ACTG 470 - 34268 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2DH,230 ,
ACTG 470 - 39705 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2LH,210,
ACTG 474 - 10132 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2BH,317,
ACTG 474 - 32200 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SH,320,
ACTG 474 - 32199 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SH,320,
ACTG 474 - 35092 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,120,
ACTG 474 - 19583 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2BH,317,
ACTG 474 - 35100 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,120,
ACTG 494 - 36439 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2GH,205 ,
ACTG 494 - 39913 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2GH,205,
ACTG 500 - 27829 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2LC,C1,
ACTG 500 - 40420 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2BH,B10,
ACTG 500 - 10176 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2DH,210,
ACTG 500 - 36155 - 9:00 AM (S),Sat Dec 10,9:00 - 11:00 am,2DH,210,
ACTG 500 - 39020 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BH,309,
ACTG 502 - 10190 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2BH,208,
ACTG 503 - 32551 - 6:00 PM (T),Tue Dec 6,6:00 - 8:00 pm,2LCF,F006,
ACTG 506 - 10193 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2DH,210,
ACTG 508 - 27831 - 6:00 PM (T),Tue Dec 6,6:00 - 8:00 pm,2LH,120,
ACTG 509 - 10196 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2LH,210,
ACTG 516 - 10202 - 6:00 PM (R),Thu Dec 8,6:00 - 8:00 pm,2DH,210,
ACTG 534 - 36154 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2LH,210,
ACTG 537 - 39329 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2SH,319,
ACTG 585 - 28909 - 6:00 PM (T),Tue Dec 6,6:00 - 8:00 pm,2SH,319,
ACTG 585 - 39331 - 3:00 PM (M),Mon Dec 5,3:00 - 5:00 pm,2LH,103,
ACTG 593 - 25641 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2DH,230,
AH 100 - 31612 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2HH,107,
AH 100 - 27410 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2SH,220,
AH 110 - 10114 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2LCA,A001,
AH 160 - 23943 - 9:00 AM (F),Tue Dec 6,10:30 - 12:30 pm,2LCA,A006,
AH 180 - 39384 - 9:00 AM (MW),Tue Dec 6,10:30 - 12:30 pm,2HH,107,
AH 180 - 38682 - 10:00 AM (MW),Fri Dec 9,10:30 - 12:30 pm,2TH,208,
AH 204 - 10122 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SH,303,
AH 204 - 10124 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2SH,303,
AH 232 - 10130 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2BH,B6,
AH 235 - 10145 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCF,F006,
AH 235 - 10143 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCF,F006,
AH 250 - 34431 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LH,308,
AH 250 - 34430 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LH,308,
AH 260 - 10154 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2BH,316,
AH 260 - 10155 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2BH,316,
AH 274 - 40266 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LCA,A004,
AH 275 - 29924 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,312,
AH 275 - 29925 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,312,
AH 301 - 35368 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2HH,107,
AH 302 - 39395 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,2TH,207,
AH 404 - 25110 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2HH,303,
AH 404 - 25108 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2HH,303,
AH 460 - 34436 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2TH,207,
AH 460 - 36236 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2TH,207,
AH 471 - 27747 - 5:30 PM (R),Thu Dec 8,3:30 - 5:30 pm,2HH,303,
AH 471 - 27841 - 5:30 PM (R),Thu Dec 8,3:30 - 5:30 pm,2HH,303,
AHS 210 - 39531 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2TH,120,
AHS 325 - 39532 - 9:00 AM (MW),Tue Dec 6,10:30 - 12:30 pm,2LH,312,
AHS 375 - 39533 - 10:00 AM (MW),Fri Dec 9,10:30 - 12:30 pm,2LH,312,
ANTH 100 - 10024 - 9:00 AM (MW),Tue Dec 6,10:30 - 12:30 pm,2BSB,250,
ANTH 101 - 19786 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2BSB,250,
ANTH 102 - 21720 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2BSB,145,
ANTH 105 - 10107 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2BSB,250,
ANTH 220 - 35698 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LH,100,
ANTH 223 - 37118 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2TH,215,
ANTH 234 - 29815 - 10:00 AM (MW),Fri Dec 9,10:30 - 12:30 pm,2BSB,2105,
ANTH 237 - 35700 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2BSB,3151,
ANTH 243 - 40439 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2BSB,2105,
ANTH 273 - 33370 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,289,
ANTH 309 - 19781 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2LH,304,
ANTH 314 - 38759 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2LH,315,
ANTH 320 - 33371 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2BSB,2105,
ANTH 424 - 28163 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,219,
ANTH 424 - 28164 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,219,
ANTH 477 - 19756 - 8:00 AM (R),Thu Dec 8,8:00 - 10:00 am,2BSB,137,
ANTH 481 - 10179 - 8:00 AM (T),Thu Dec 8,8:00 - 10:00 am,2BSB,2167,
ANTH 500 - 10185 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,3160,
ANTH 503 - 27960 - 11:00 AM (T),Mon Dec 5,10:30 - 12:30 pm,2BSB,3160,
ANTH 508 - 35710 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,2BSB,3160,
ANTH 520 - 35706 - 3:00 PM (F),Mon Dec 5,8:00 - 10:00 am,2BSB,3160,
ANTH 594 - 35116 - 10:00 AM (W),Fri Dec 9,10:30 - 12:30 pm,2BSB,3160,
ARAB 101 - 38233 - 1:00 PM (MTWR),Mon Dec 5,1:00 - 3:00 pm,2LH,315,
ARAB 101 - 10001 - 9:00 AM (MTWR),Tue Dec 6,10:30 - 12:30 pm,2LH,304,
ARAB 101 - 10002 - 10:00 AM (MTWR),Fri Dec 9,10:30 - 12:30 pm,2LH,304,
ARAB 101 - 34306 - 12:00 PM (MTWR),Tue Dec 6,8:00 - 10:00 am,2LH,315,
ARAB 103 - 10007 - 4:00 PM (MTWR),Tue Dec 6,3:30 - 5:30 pm,2LH,300,
ARAB 103 - 21577 - 1:00 PM (MTWR),Mon Dec 5,1:00 - 3:00 pm,2LH,300,
ARAB 103 - 34920 - 3:00 PM (MTWR),Mon Dec 5,8:00 - 10:00 am,2LH,300,
ARAB 201 - 33619 - 12:00 PM (MTWR),Tue Dec 6,8:00 - 10:00 am,2LH,300,
ARCH 105 - 34671 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2ADS,B100,
ARCH 151 - 40397 - 12:00 PM (MW),Tue Dec 6,8:00 - 10:00 am,2ADS,1100,
ARCH 200 - 33934 - 11:00 AM (T),Mon Dec 5,10:30 - 12:30 pm,2SES,230,
ARCH 205 - 34672 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2ADS,2100,
ARCH 251 - 23496 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2SES,230,
ARCH 359 - 25261 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2ADS,4300,
ARCH 365 - 23562 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2ADS,4300,
ARCH 371 - 10043 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,2BH,305,
ARCH 414 - 30430 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,2HH,303,
ARCH 414 - 30429 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,,,
ARCH 414 - 23561 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,2ADS,3109,
ARCH 414 - 30431 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,2ADS,5300,
ARCH 465 - 23564 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2ADS,5300,
ARCH 470 - 10148 - 8:00 AM (MWF),Wed Dec 7,8:00 - 10:00 am,2BH,208,
ARCH 520 - 30933 - 2:00 PM (R),Wed Dec 7,3:30 - 5:30 pm,,,
ARCH 522 - 28986 - 9:30 AM (T),Wed Dec 7,10:30 - 12:30 pm,2ADS,4100,
ARCH 522 - 10287 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,2ADS,3109,
ARCH 531 - 28993 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SH,303,
ARCH 561 - 25219 - 10:00 AM (M),Fri Dec 9,10:30 - 12:30 pm,2ADS,4100,
ARCH 563 - 25221 - 11:00 AM (M),Thu Dec 8,10:30 - 12:30 pm,2ADS,4300,
ARCH 566 - 30423 - 10:00 AM (W),Fri Dec 9,10:30 - 12:30 pm,,,
ARCH 574 - 28994 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2SH,304,
ASP 021 - 33562 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2BSB,187,
ASP 050 - 10199 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2LH,201,
ASP 055 - 10215 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2BSB,337,
ASP 055 - 10212 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2LH,100,
ASP 060 - 10262 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2TH,305,
ASP 062 - 21556 - 3:00 PM (MW),Mon Dec 5,8:00 - 10:00 am,2BSB,161,
ASP 076 - 33565 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2BSB,187,
ASP 080 - 35645 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2BSB,187,
ASP 086 - 10286 - 12:00 PM (MWF),Tue Dec 6,8:00 - 10:00 am,2BSB,185,
ASP 090 - 10300 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2BSB,361,
ASP 090 - 10303 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LH,202,
ASP 092 - 10332 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,2TH,320,
ASP 092 - 33190 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2LH,305,
ASP 092 - 27238 - 1:00 PM (MW),Mon Dec 5,1:00 - 3:00 pm,,,
ASP 092 - 10335 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,,,
ASP 095 - 27863 - 2:00 PM (MWF),Wed Dec 7,1:00 - 3:00 pm,2BSB,161,
ASP 095 - 10337 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2BSB,381,
BA 100 - 29860 - 9:00 AM (W),Tue Dec 6,10:30 - 12:30 pm,2ETMSW,2217,
BA 100 - 37567 - 10:00 AM (T),Mon Dec 5,3:30 - 5:30 pm,2BSB,119,
BA 100 - 10756 - 10:00 AM (T),Mon Dec 5,3:30 - 5:30 pm,2LH,100,
BA 100 - 10803 - 10:00 AM (R),Mon Dec 5,3:30 - 5:30 pm,2BSB,187,
BA 100 - 10788 - 9:00 AM (F),Tue Dec 6,10:30 - 12:30 pm,2BSB,265,
BA 100 - 39785 - 11:00 AM (F),Thu Dec 8,10:30 - 12:30 pm,2SH,319,
BA 100 - 29859 - 12:00 PM (T),Fri Dec 9,8:00 - 10:00 am,2BH,304,
BA 100 - 38935 - 12:00 PM (T),Fri Dec 9,8:00 - 10:00 am,2ETMSW,2419,
BA 100 - 10771 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,2LH,320,
BA 100 - 37566 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2LH,202,
BA 100 - 38224 - 12:00 PM (R),Fri Dec 9,8:00 - 10:00 am,2ETMSW,2417,
BA 100 - 10793 - 1:00 PM (F),Mon Dec 5,1:00 - 3:00 pm,2ETMSW,2233,
BA 100 - 37919 - 8:00 AM (R),Thu Dec 8,8:00 - 10:00 am,2LH,100,
BA 100 - 10797 - 3:00 PM (W),Mon Dec 5,8:00 - 10:00 am,2LH,305,
BA 100 - 10766 - 10:00 AM (R),Mon Dec 5,3:30 - 5:30 pm,2BSB,165,
BA 100 - 38851 - 8:00 AM (T),Thu Dec 8,8:00 - 10:00 am,2LH,305,
BA 100 - 39784 - 12:00 PM (R),Fri Dec 9,8:00 - 10:00 am,2ETMSW,2217,
BA 100 - 23119 - 2:00 PM (R),Wed Dec 7,3:30 - 5:30 pm,2ETMSW,2217,
BA 100 - 30899 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,2TH,219,
BA 200 - 20692 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2TH,100,
BA 290 - 36598 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2ETMSW,2417,
BA 420 - 38661 - 6:00 PM (R),Thu Dec 8,6:00 - 8:00 pm,2LH,103,
BA 420 - 38655 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2LH,107,
BA 420 - 40428 - 4:00 PM (W),Tue Dec 6,3:30 - 5:30 pm,2LH,307,
BA 420 - 39786 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2LH,305,
BA 420 - 38654 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2LH,304,
BA 420 - 38662 - 6:00 PM (R),Thu Dec 8,6:00 - 8:00 pm,2LH,103,
BA 420 - 39788 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,2BSB,113,
BA 420 - 38660 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2LH,115,
BA 420 - 39787 - 3:30 PM (T),Fri Dec 9,1:00 - 3:00 pm,2LH,305,
BA 420 - 39789 - 3:30 PM (R),Fri Dec 9,1:00 - 3:00 pm,2BSB,113,
BA 420 - 38659 - 6:00 PM (W),Wed Dec 7,6:00 - 8:00 pm,2LH,115,
BA 420 - 38657 - 6:00 PM (T),Tue Dec 6,6:00 - 8:00 pm,2LH,206,
BA 420 - 40429 - 4:00 PM (W),Tue Dec 6,3:30 - 5:30 pm,2LH,307,
BA 420 - 38658 - 6:00 PM (T),Tue Dec 6,6:00 - 8:00 pm,2LH,206,
BA 420 - 38656 - 6:00 PM (M),Mon Dec 5,6:00 - 8:00 pm,2LH,107,
BA 420 - 38653 - 3:00 PM (M),Mon Dec 5,8:00 - 10:00 am,2LH,304,
BIOE 101 - 37229 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2LCF,F004,
BIOE 102 - 40497 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,2SEO,231,
BIOE 102 - 37339 - 10:00 AM (F),Fri Dec 9,10:30 - 12:30 pm,,,
BIOE 205 - 39757 - 5:00 PM (TR),Thu Dec 8,3:30 - 5:30 pm,2SEO,236,
BIOE 240 - 25442 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SCE,408,
BIOE 310 - 26532 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SEO,236,
BIOE 325 - 25444 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SEO,236,
BIOE 339 - 25443 - 5:00 PM (TR),Thu Dec 8,3:30 - 5:30 pm,2LCF,F001,
BIOE 396 - 34951 - 5:30 PM (T),Thu Dec 8,3:30 - 5:30 pm,,,
BIOE 396 - 40268 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SEO,231,
BIOE 396 - 10708 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2SEO,236,
BIOE 403 - 37344 - 8:00 AM (TR),Thu Dec 8,8:00 - 10:00 am,2SEO,236,
BIOE 403 - 37343 - 8:00 AM (TR),Thu Dec 8,8:00 - 10:00 am,2SEO,236,
BIOE 415 - 11064 - 8:00 AM (TR),Thu Dec 8,8:00 - 10:00 am,2SEO,201,
BIOE 415 - 19759 - 8:00 AM (TR),Thu Dec 8,8:00 - 10:00 am,2SEO,201,
BIOE 421 - 25446 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2SEO,236,
BIOE 421 - 25445 - 3:30 PM (TR),Fri Dec 9,1:00 - 3:00 pm,2SEO,236,
BIOE 440 - 19761 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2NMRL,115,
BIOE 440 - 11156 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2NMRL,115,
BIOE 460 - 19762 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCD,D004,
BIOE 460 - 11197 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2LCD,D004,
BIOE 470 - 32197 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2SEO,236,
BIOE 470 - 32196 - 3:00 PM (MWF),Mon Dec 5,8:00 - 10:00 am,2SEO,236,
BIOE 472 - 19763 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SEO,236,
BIOE 472 - 11199 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2SEO,236,
BIOE 480 - 27105 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2NMRL,115,
BIOE 480 - 27104 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2NMRL,115,
BIOE 494 - 37234 - 12:00 PM (M),Tue Dec 6,8:00 - 10:00 am,2SEO,236,
BIOE 494 - 37235 - 12:00 PM (M),Tue Dec 6,8:00 - 10:00 am,2SEO,236,
BIOE 525 - 32605 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2TH,216,
BIOE 530 - 39664 - 9:30 AM (TR),Wed Dec 7,10:30 - 12:30 pm,2NMRL,115,
BIOE 576 - 37214 - 11:00 AM (TR),Mon Dec 5,10:30 - 12:30 pm,2SEO,227,
BIOE 594 - 33738 - 2:00 PM (W),Wed Dec 7,1:00 - 3:00 pm,2SEL,4018,
BIOE 594 - 27089 - 2:00 PM (T),Wed Dec 7,3:30 - 5:30 pm,,,
BIOE 594 - 35208 - 10:00 AM (MW),Fri Dec 9,10:30 - 12:30 pm,2SEO,236,
BIOE 594 - 38466 - 2:00 PM (TR),Wed Dec 7,3:30 - 5:30 pm,2NMRL,115,
BIOE 594 - 29447 - 12:30 PM (TR),Fri Dec 9,8:00 - 10:00 am,2SEL,4018,
BIOE 595 - 11536 - 1:00 PM (W),Mon Dec 5,1:00 - 3:00 pm,2SEO,236,
BIOS 100 - 13579 - 1:00 PM (MWF),Mon Dec 5,1:00 - 3:00 pm,2LCA,A001,
BIOS 100 - 13580 - 11:00 AM (MWF),Thu Dec 8,10:30 - 12:30 pm,2LCA,A001,
BIOS 101 - 13602 - 10:00 AM (MWF),Fri Dec 9,10:30 - 12:30 pm,2SES,250,
BIOS 104 - 38350 - 9:00 AM (MWF),Tue Dec 6,10:30 - 12:30 pm,2LCD,D001,
